code,name
28360,"Reconstruction, Cleft Foot"
28400,Closed Treatment of Calcaneal Fracture; w/Out Manipulation
28405,Closed Treatment of Calcaneal Fracture; w/Manipulation
28406,"Percutaneous Skeletal Fixation of Calcaneal Fracture, w/Manipulation"
28415,"Open Treatment of Calcaneal Fracture, Includes Internal Fixation, when Performed"
28420,"Open Treatment of Calcaneal Fracture, Includes Internal Fixation, when Performed; w/Primary Iliac or Other Autogenous Bone Graft"
28430,Closed Treatment of Talus Fracture; w/Out Manipulation
28435,Closed Treatment of Talus Fracture; w/Manipulation
28436,"Percutaneous Skeletal Fixation of Talus Fracture, w/Manipulation"
28445,"Open Treatment of Talus Fracture, Includes Internal Fixation, when Performed"
28446,"Open Osteochondral Autograft, Talus"
28450,"Treatment of Tarsal bone Fracture (except talus and calcaneus); w/Out Manipulation, Each"
28455,"Treatment of Tarsal bone Fracture (except talus and calcaneus); w/Manipulation, Each"
28456,"Percutaneous Skeletal Fixation of Tarsal Bone Fracture (except talus and calcaneus), w/Manipulation, Each"
28465,"Open Treatment of Tarsal Bone Fracture (except talus and calcaneus), Includes Internal Fixation, when Performed, Each"
28470,"Closed Treatment of Metatarsal Fracture; w/Out Manipulation, Each"
28475,"Closed Treatment of Metatarsal Fracture; w/Manipulation, Each"
28476,"Percutaneous Skeletal Fixation of Metatarsal Fracture, w/Manipulation, Each"
28485,Fracture Metatarsal Open w/Fixation
28490,"Closed Treatment of Fracture Great Toe, Phalanx or Phalanges; w/Out Manipulation"
28495,"Closed Treatment of Fracture Great Toe, Phalanx or Phalanges; w/Manipulation"
28496,"Percutaneous Skeletal Fixation of Fracture Great toe, Phalanx or Phalanges, w/Manipulation"
28505,"Open Treatment of Fracture, Great Toe, Phalanx or Phalanges, Includes Internal Fixation, when Performed"
28510,"Closed Treatment of Fracture, Phalanx or Phalanges, Other than Great Toe; w/Out Manipulation, Each"
28515,"Closed Treatment of Fracture, Phalanx or Phalanges, Other than Great Toe; w/Manipulation, Each"
28525,Open Treatment Fracture Phalanx/Phalanges Not Great Toe
30130,"Excision Inferior Turbinate, pPrtial or Complete, Any Method"
30140,"Submucous Resection Inferior Turbinate, Partial or Complete, Any Method"
30150,Rhinectomy; Partial
30160,Rhinectomy; Total
30200,"Injection Into Turbinate(s), Therapeutic"
30210,Displacement Therapy (Proetz type)
30220,"Insertion, Nasal Septal Prosthesis (button)"
30300,Remove Nasal Foreign Body
30310,"Removal Foreign Body, Intranasal; Requiring General Anesthesia"
30320,"Removal Foreign Body, Intranasal; by Lateral Rhinotomy"
30400,"Rhinoplasty, Primary; Lateral & Alar Cartilages and/or Elevation of Nasal Tip"
30410,"Rhinoplasty, Primary; Complete, External Parts Including Bony Pyramid, Lateral & Alar Aartilages, and/or Elevation of Nasal Tip"
30420,"Rhinoplasty, Primary; Including Major Septal Repair"
30430,"Rhinoplasty, Secondary; Minor Revision (small amount of nasal tip work)"
30435,"Rhinoplasty, Secondary; Intermediate Revision (bony work with osteotomies)"
30450,"Rhinoplasty, Secondary; Major Revision (nasal tip work and osteotomies)"
30460,"Rhinoplasty for Nasal Deformity Secondary to Congenital Cleft Lip and/or Palate, Including Columellar Lengthening; Tip Only"
30462,"Rhinoplasty for Nasal Deformity Secondary to Congenital Cleft Lip and/or Palate, Including Columellar Lengthening; Tip, Septum, Osteotomies"
30465,"Repair of Nasal Vestibular Stenosis (eg, spreader grafting, lateral nasal wall reconstruction)"
30520,"Septoplasty or Submucous Resection, w/ or w/Out Cartilage Scoring, Contouring or Replacement w/Graft"
30540,Repair Choanal Atresia; Intranasal
30545,Repair Choanal Atresia; Transpalatine
30560,Release of Nasal Adhesions
30580,Repair Fistula; Oromaxillary
30600,Repair Fistula; Oronasal
30620,Septal or Other Intranasal Dermatoplasty
30630,Repair Nasal Septal Perforations
30801,"Ablation, Soft Tissue of Inferior Turbinates, Unilateral or Bilateral, Any Method (eg, electrocautery, radiofrequency ablation, or tissue volume reduction); Superficial"
30802,"Ablation, Soft Tissue of iInferior Turbinates, Unilateral or Bilateral, Any Method (eg, electrocautery, radiofrequency ablation, or tissue volume reduction); Intramural (ie, submucosal)"
30901,Nasal Hemor
30903,Nasal Hemor-Complex
31254,"Nasal/Sinus Endoscopy, Surgical; w/Ethmoidectomy, Partial (anterior)"
31255,"Nasal/Sinus Endoscopy, Surgical; w/Ethmoidectomy, Total (anterior and posterior)"
31256,"Nasal/Sinus Endoscopy, Surgical, w/Maxillary Antrostomy"
31267,"Nasal/Sinus Endoscopy, Surgical, w/Maxillary Antrostomy; w/Removal of Tissue From Maxillary Sinus"
31276,"Nasal/Sinus Endoscopy, Surgical w/Frontal Sinus Exploration, w/ or w/o Removal of Tissue From Frontal Sinus"
31287,"Nasal/Sinus Endoscopy, Surgical, w/Sphenoidotomy"
31288,"Nasal/Sinus Endoscopy, Surgical, w/Sphenoidotomy; w/Removal of Tissue From the Sphenoid Sinus"
31290,"Nasal/Sinus Endoscopy, Surgical, w/Repair of Cerebrospinal Fluid Leak; Ethmoid Region"
31291,"Nasal/Sinus Endoscopy, Surgical, w/Repair of Cerebrospinal Fluid Leak; Sphenoid Region"
31292,"Nasal/Sinus Endoscopy, Surgical; w/Medial or Inferior Orbital Wall Decompression"
31293,"Nasal/Sinus Endoscopy, Surgical; w/Medial Orbital Wall & Inferior Orbital Wall Decompression"
31294,"Nasal/Sinus Endoscopy, Surgical; w/Optic Nerve Decompression"
31295,"Nasal/Sinus Endoscopy, Surgical; w/Dilation of Maxillary Sinus Ostium (eg, balloon dilation), Transnasal or via Canine Fossa"
31296,"Nasal/Sinus Endoscopy, Surgical; w/Dilation of Frontal Sinus Ostium (eg, balloon dilation)"
31297,"Nasal/Sinus Endoscopy, Surgical; w/Dilation of Sphenoid Sinus Ostium (eg, balloon dilation)"
31299,"Unlisted Procedure, Accessory Sinuses"
31300,"Laryngotomy (thyrotomy, laryngofissure); w/Removal of Tumor or Laryngocele, Cordectomy"
31320,"Laryngotomy (thyrotomy, laryngofissure); Diagnostic"
31360,"Laryngectomy; Total, w/o Tadical Neck Dissection"
31365,"Laryngectomy; Total, w/Radical Neck Dissection"
31367,"Laryngectomy; Subtotal Supraglottic, w/Out Radical Neck Dissection"
31368,"Laryngectomy; Subtotal Supraglottic, w/Radical Neck Dissection"
31370,Partial Laryngectomy (hemilaryngectomy); Horizontal
31375,Partial Laryngectomy (hemilaryngectomy); Laterovertical
31380,Partial Laryngectomy (hemilaryngectomy); Anterovertical
31382,Partial Laryngectomy (hemilaryngectomy); Antero-Latero-Vertical
31390,"Pharyngolaryngectomy, w/Radical Neck Dissection; w/o Reconstruction"
31395,"Pharyngolaryngectomy, w/Radical Neck Dissection; w/Reconstruction"
31400,"Arytenoidectomy or Arytenoidopexy, External Approach"
31420,Epiglottidectomy
31500,"Intubation, Endotracheal, Emergency Procedure"
31502,Change of Windpipe Airway
31505,"Laryngoscopy, Indirect; Diagnostic"
31510,"Laryngoscopy, Indirect; w/Biopsy"
31511,Remove Foreign Body Larynx
31512,"Laryngoscopy, Indirect; w/Removal of Lesion"
31513,"Laryngoscopy, Indirect; w/Vocal Cord Injection"
31515,"Laryngoscopy Direct, w/ or w/Out Tracheoscopy; for Aspiration"
35905,Excision of infected graft; thorax
35907,Excision of infected graft; abdomen
36000,"Introduction of Needle or Intracatheter, Vein"
36002,"Injection Procedures (eg, thrombin) for Percutaneous Treatment of Extremity Pseudoaneurysm"
36005,Injection Procedure for Extremity Venography
36010,"Introduction of catheter, superior or inferior vena cava"
36011,"Selective catheter placement, venous system; first order branch (eg, renal vein, jugular vein)"
36012,"Selective catheter placement, venous system; second order, or more selective, branch (eg, left adrenal vein, petrosal sinus)"
36013,"Introduction of catheter, right heart or main pulmonary artery"
36014,"Selective catheter placement, left or right pulmonary artery"
36015,"Selective catheter placement, segmental or subsegmental pulmonary artery"
36100,"Introduction of needle or intracatheter, carotid or vertebral artery"
36120,Introduction of needle or intracatheter; retrograde brachial artery
36140,Introduction of needle or intracatheter; extremity artery
36147,"Introduction of needle and/or catheter, arteriovenous shunt created for dialysis (graft/fistula); initial access with complete radiological evaluation of dialysis access, including fluoroscopy, image documentation and report (includes access of shunt, injection[s] of contrast, and all necessary imaging from the arterial anastomosis and adjacent artery through entire venous outflow including the inferior or superior vena cava)"
36148,"Introduction of needle and/or catheter, arteriovenous shunt created for dialysis (graft/fistula); additional access for therapeutic intervention (List separately in addition to code for primary procedure)"
36160,"Introduction of needle or intracatheter, aortic, translumbar"
36200,"Introduction of catheter, aorta"
36215,"Selective catheter placement, arterial system; each first order thoracic or brachiocephalic branch, within a vascular family"
36216,"Selective catheter placement, arterial system; initial second order thoracic or brachiocephalic branch, within a vascular family"
36217,"Selective catheter placement, arterial system; initial third order or more selective thoracic or brachiocephalic branch, within a vascular family"
36218,"Selective catheter placement, arterial system; additional second order, third order, and beyond, thoracic or brachiocephalic branch, within a vascular family (List in addition to code for initial second or third order vessel as appropriate)"
36221,"Non-selective catheter placement, thoracic aorta, with angiography of the extracranial carotid, vertebral, and/or intracranial vessels, unilateral or bilateral, and all associated radiological supervision and interpretation, includes angiography of the cervicocerebral arch, when performed"
36222,"Selective catheter placement, common carotid or innominate artery, unilateral, any approach, with angiography of the ipsilateral extracranial carotid circulation and all associated radiological supervision and interpretation, includes angiography of the cervicocerebral arch, when performed"
36223,"Selective catheter placement, common carotid or innominate artery, unilateral, any approach, with angiography of the ipsilateral intracranial carotid circulation and all associated radiological supervision and interpretation, includes angiography of the extracranial carotid and cervicocerebral arch, when performed"
36224,"Selective catheter placement, internal carotid artery, unilateral, with angiography of the ipsilateral intracranial carotid circulation and all associated radiological supervision and interpretation, includes angiography of the extracranial carotid and cervicocerebral arch, when performed"
36225,"Selective catheter placement, subclavian or innominate artery, unilateral, with angiography of the ipsilateral vertebral circulation and all associated radiological supervision and interpretation, includes angiography of the cervicocerebral arch, when performed"
36226,"Selective catheter placement, vertebral artery, unilateral, with angiography of the ipsilateral vertebral circulation and all associated radiological supervision and interpretation, includes angiography of the cervicocerebral arch, when performed"
36227,"Selective catheter placement, external carotid artery, unilateral, with angiography of the ipsilateral external carotid circulation and all associated radiological supervision and interpretation (List separately in addition to code for primary procedure)"
36228,"Selective catheter placement, each intracranial branch of the internal carotid or vertebral arteries, unilateral, with angiography of the selected vessel circulation and all associated radiological supervision and interpretation (eg, middle cerebral artery, posterior inferior cerebellar artery) (List separately in addition to code for primary procedure)"
36245,"Selective catheter placement, arterial system; each first order abdominal, pelvic, or lower extremity artery branch, within a vascular family"
36246,"Selective catheter placement, arterial system; initial second order abdominal, pelvic, or lower extremity artery branch, within a vascular family"
36247,"Selective catheter placement, arterial system; initial third order or more selective abdominal, pelvic, or lower extremity artery branch, within a vascular family"
36248,"Selective catheter placement, arterial system; additional second order, third order, and beyond, abdominal, pelvic, or lower extremity artery branch, within a vascular family (List in addition to code for initial second or third order vessel as appropriate)"
36251,"Selective catheter placement (first-order), main renal artery and any accessory renal artery(s) for renal angiography, including arterial puncture and catheter placement(s), fluoroscopy, contrast injection(s), image postprocessing, permanent recording of images, and radiological supervision and interpretation, including pressure gradient measurements when performed, and flush aortogram when performed; unilateral"
36252,"Selective catheter placement (first-order), main renal artery and any accessory renal artery(s) for renal angiography, including arterial puncture and catheter placement(s), fluoroscopy, contrast injection(s), image postprocessing, permanent recording of images, and radiological supervision and interpretation, including pressure gradient measurements when performed, and flush aortogram when performed; bilateral"
36253,"Superselective catheter placement (one or more second order or higher renal artery branches) renal artery and any accessory renal artery(s) for renal angiography, including arterial puncture, catheterization, fluoroscopy, contrast injection(s), image postprocessing, permanent recording of images, and radiological supervision and interpretation, including pressure gradient measurements when performed, and flush aortogram when performed; unilateral"
36254,"Superselective catheter placement (one or more second order or higher renal artery branches) renal artery and any accessory renal artery(s) for renal angiography, including arterial puncture, catheterization, fluoroscopy, contrast injection(s), image postprocessing, permanent recording of images, and radiological supervision and interpretation, including pressure gradient measurements when performed, and flush aortogram when performed; bilateral"
36260,"Insertion of implantable intra-arterial infusion pump (eg, for chemotherapy of liver)"
37181,"Venous anastomosis, open; splenorenal, distal (selective decompression of esophagogastric varices, any technique)"
37182,"Insertion of transvenous intrahepatic portosystemic shunt(s) (TIPS) (includes venous access, hepatic and portal vein catheterization, portography with hemodynamic evaluation, intrahepatic tract formation/dilatation, stent placement and all associated imaging guidance and documentation)"
37183,"Revision of transvenous intrahepatic portosystemic shunt(s) (TIPS) (includes venous access, hepatic and portal vein catheterization, portography with hemodynamic evaluation, intrahepatic tract recanulization/dilatation, stent placement and all associated imaging guidance and documentation)"
37184,"Primary percutaneous transluminal mechanical thrombectomy, noncoronary, arterial or arterial bypass graft, including fluoroscopic guidance and intraprocedural pharmacological thrombolytic injection(s); initial vessel"
37185,"Primary percutaneous transluminal mechanical thrombectomy, noncoronary, arterial or arterial bypass graft, including fluoroscopic guidance and intraprocedural pharmacological thrombolytic injection(s); second and all subsequent vessel(s) within the same vascular family (List separately in addition to code for primary mechanical thrombectomy procedure)"
37186,"Secondary percutaneous transluminal thrombectomy (eg, nonprimary mechanical, snare basket, suction technique), noncoronary, arterial or arterial bypass graft, including fluoroscopic guidance and intraprocedural pharmacological thrombolytic injections, provided in conjunction with another percutaneous intervention other than primary mechanical thrombectomy (List separately in addition to code for primary procedure)"
37187,"Percutaneous transluminal mechanical thrombectomy, vein(s), including intraprocedural pharmacological thrombolytic injections and fluoroscopic guidance"
37188,"Percutaneous transluminal mechanical thrombectomy, vein(s), including intraprocedural pharmacological thrombolytic injections and fluoroscopic guidance, repeat treatment on subsequent day during course of thrombolytic therapy"
37191,"Insertion of intravascular vena cava filter, endovascular approach including vascular access, vessel selection, and radiological supervision and interpretation, intraprocedural roadmapping, and imaging guidance (ultrasound and fluoroscopy), when performed"
37192,"Repositioning of intravascular vena cava filter, endovascular approach including vascular access, vessel selection, and radiological supervision and interpretation, intraprocedural roadmapping, and imaging guidance (ultrasound and fluoroscopy), when performed"
37193,"Retrieval (removal) of intravascular vena cava filter, endovascular approach including vascular access, vessel selection, and radiological supervision and interpretation, intraprocedural roadmapping, and imaging guidance (ultrasound and fluoroscopy), when performed"
37195,"Thrombolysis, cerebral, by intravenous infusion"
37197,"Transcatheter retrieval, percutaneous, of intravascular foreign body (eg, fractured venous or arterial catheter), includes radiological supervision and interpretation, and imaging guidance (ultrasound or fluoroscopy), when performed"
37200,Transcatheter biopsy
37202,"Transcatheter therapy, infusion other than for thrombolysis, any type (eg, spasmolytic, vasoconstrictive)"
37211,"Transcatheter therapy, arterial infusion for thrombolysis other than coronary, any method, including radiological supervision and interpretation, initial treatment day"
37212,"Transcatheter therapy, venous infusion for thrombolysis, any method, including radiological supervision and interpretation, initial treatment day"
37213,"Transcatheter therapy, arterial or venous infusion for thrombolysis other than coronary, any method, including radiological supervision and interpretation, continued treatment on subsequent day during course of thrombolytic therapy, including follow-up catheter contrast injection, position change, or exchange, when performed;"
37214,"Transcatheter therapy, arterial or venous infusion for thrombolysis other than coronary, any method, including radiological supervision and interpretation, continued treatment on subsequent day during course of thrombolytic therapy, including follow-up catheter contrast injection, position change, or exchange, when performed; cessation of thrombolysis including removal of catheter and vessel closure by any method"
37215,"Transcatheter placement of intravascular stent(s), cervical carotid artery, open or percutaneous, including angioplasty, when performed, and radiological supervision and interpretation; with distal embolic protection"
37216,"Transcatheter placement of intravascular stent(s), cervical carotid artery, open or percutaneous, including angioplasty, when performed, and radiological supervision and interpretation; without distal embolic protection"
37217,"Transcatheter placement of intravascular stent(s), intrathoracic common carotid artery or innominate artery by retrograde treatment, open ipsilateral cervical carotid artery exposure, including angioplasty, when performed, and radiological supervision and interpretation"
37218,"Transcatheter placement of intravascular stent(s), intrathoracic common carotid artery or innominate artery, open or percutaneous antegrade approach, including angioplasty, when performed, and radiological supervision and interpretation"
37220,"Revascularization, endovascular, open or percutaneous, iliac artery, unilateral, initial vessel; with transluminal angioplasty"
37221,"Revascularization, endovascular, open or percutaneous, iliac artery, unilateral, initial vessel; with transluminal stent placement(s), includes angioplasty within the same vessel, when performed"
37222,"Revascularization, endovascular, open or percutaneous, iliac artery, each additional ipsilateral iliac vessel; with transluminal angioplasty (List separately in addition to code for primary procedure)"
37223,"Revascularization, endovascular, open or percutaneous, iliac artery, each additional ipsilateral iliac vessel; with transluminal stent placement(s), includes angioplasty within the same vessel, when performed (List separately in addition to code for primary procedure)"
37224,"Revascularization, endovascular, open or percutaneous, femoral, popliteal artery(s), unilateral; with transluminal angioplasty"
37225,"Revascularization, endovascular, open or percutaneous, femoral, popliteal artery(s), unilateral; with atherectomy, includes angioplasty within the same vessel, when performed"
37226,"Revascularization, endovascular, open or percutaneous, femoral, popliteal artery(s), unilateral; with transluminal stent placement(s), includes angioplasty within the same vessel, when performed"
37227,"Revascularization, endovascular, open or percutaneous, femoral, popliteal artery(s), unilateral; with transluminal stent placement(s) and atherectomy, includes angioplasty within the same vessel, when performed"
37228,"Revascularization, endovascular, open or percutaneous, tibial, peroneal artery, unilateral, initial vessel; with transluminal angioplasty"
37229,"Revascularization, endovascular, open or percutaneous, tibial, peroneal artery, unilateral, initial vessel; with atherectomy, includes angioplasty within the same vessel, when performed"
37230,"Revascularization, endovascular, open or percutaneous, tibial, peroneal artery, unilateral, initial vessel; with transluminal stent placement(s), includes angioplasty within the same vessel, when performed"
37231,"Revascularization, endovascular, open or percutaneous, tibial, peroneal artery, unilateral, initial vessel; with transluminal stent placement(s) and atherectomy, includes angioplasty within the same vessel, when performed"
37232,"Revascularization, endovascular, open or percutaneous, tibial/peroneal artery, unilateral, each additional vessel; with transluminal angioplasty (List separately in addition to code for primary procedure)"
37233,"Revascularization, endovascular, open or percutaneous, tibial/peroneal artery, unilateral, each additional vessel; with atherectomy, includes angioplasty within the same vessel, when performed (List separately in addition to code for primary procedure)"
37234,"Revascularization, endovascular, open or percutaneous, tibial/peroneal artery, unilateral, each additional vessel; with transluminal stent placement(s), includes angioplasty within the same vessel, when performed (List separately in addition to code for primary procedure)"
37235,"Revascularization, endovascular, open or percutaneous, tibial/peroneal artery, unilateral, each additional vessel; with transluminal stent placement(s) and atherectomy, includes angioplasty within the same vessel, when performed (List separately in addition to code for primary procedure)"
37236,"Transcatheter placement of an intravascular stent(s) (except lower extremity artery(s) for occlusive disease, cervical carotid, extracranial vertebral or intrathoracic carotid, intracranial, or coronary), open or percutaneous, including radiological supervision and interpretation and including all angioplasty within the same vessel, when performed; initial artery"
37237,"Transcatheter placement of an intravascular stent(s) (except lower extremity artery(s) for occlusive disease, cervical carotid, extracranial vertebral or intrathoracic carotid, intracranial, or coronary), open or percutaneous, including radiological supervision and interpretation and including all angioplasty within the same vessel, when performed; each additional artery (List separately in addition to code for primary procedure)"
37238,"Transcatheter placement of an intravascular stent(s), open or percutaneous, including radiological supervision and interpretation and including angioplasty within the same vessel, when performed; initial vein"
37239,"Transcatheter placement of an intravascular stent(s), open or percutaneous, including radiological supervision and interpretation and including angioplasty within the same vessel, when performed; each additional vein (List separately in addition to code for primary procedure)"
37241,"Vascular embolization or occlusion, inclusive of all radiological supervision and interpretation, intraprocedural roadmapping, and imaging guidance necessary to complete the intervention; venous, other than hemorrhage (eg, congenital or acquired venous malformations, venous and capillary hemangiomas, varices, varicoceles)"
37242,"Vascular embolization or occlusion, inclusive of all radiological supervision and interpretation, intraprocedural roadmapping, and imaging guidance necessary to complete the intervention; arterial, other than hemorrhage or tumor (eg, congenital or acquired arterial malformations, arteriovenous malformations, arteriovenous fistulas, aneurysms, pseudoaneurysms)"
37243,"Vascular embolization or occlusion, inclusive of all radiological supervision and interpretation, intraprocedural roadmapping, and imaging guidance necessary to complete the intervention; for tumors, organ ischemia, or infarction"
37244,"Vascular embolization or occlusion, inclusive of all radiological supervision and interpretation, intraprocedural roadmapping, and imaging guidance necessary to complete the intervention; for arterial or venous hemorrhage or lymphatic extravasation"
37250,Intravascular ultrasound (non-coronary vessel) during diagnostic evaluation and/or therapeutic intervention; initial vessel (List separately in addition to code for primary procedure)
37251,Intravascular ultrasound (non-coronary vessel) during diagnostic evaluation and/or therapeutic intervention; each additional vessel (List separately in addition to code for primary procedure)
37500,"Vascular endoscopy, surgical, with ligation of perforator veins, subfascial (SEPS)"
37501,Unlisted vascular endoscopy procedure
37565,"Ligation, internal jugular vein"
37600,Ligation; external carotid artery
37605,Ligation; internal or common carotid artery
37606,"Ligation; internal or common carotid artery, with gradual occlusion, as with Selverstone or Crutchfield clamp"
37607,Ligation or banding of angioaccess arteriovenous fistula
39400,"Mediastinoscopy, includes biopsy(ies), when performed"
39499,"Unlisted procedure, mediastinum"
39501,"Repair, laceration of diaphragm, any approach"
39503,"Repair, neonatal diaphragmatic hernia, with or without chest tube insertion and with or without creation of ventral hernia"
39540,"Repair, diaphragmatic hernia (other than neonatal), traumatic; acute"
39541,"Repair, diaphragmatic hernia (other than neonatal), traumatic; chronic"
39545,"Imbrication of diaphragm for eventration, transthoracic or transabdominal, paralytic or nonparalytic"
39560,"Resection, diaphragm; with simple repair (eg, primary suture)"
39561,"Resection, diaphragm; with complex repair (eg, prosthetic material, local muscle flap)"
39599,"Unlisted procedure, diaphragm"
40490,Biopsy of Lip
40500,"Vermilionectomy (lip shave), w/Mucosal Advancement"
40510,Excision of Lip; Transverse Wedge Excision w/Primary Closure
40520,Excision of Lip; V-Excision w/Primary Direct Linear Closure
40525,"Excision of Lip; Full Thickness, Reconstruction w/Local Flap (eg, Estlander or fan)"
40527,"Excision of Lip; Full Thickness, Reconstruction w/Cross Lip Flap (Abbe-Estlander)"
40530,"Resection of Lip, More Than One-Fourth, w/Out Reconstruction"
40650,"Repair Lip, Full Thickness; Vermilion Only"
40652,"Repair Lip, Full Thickness; Up to Half Vertical Height"
40654,"Repair Lip, Full Thickness; Over One-Half Vertical Height, or Complex"
40700,"Plastic Repair of Cleft Lip/Nasal Deformity; Primary, Partial or Complete, Unilateral"
40701,"Plastic Repair of Cleft Lip/Nasal Deformity; Primary Bilateral, 1-Stage Procedure"
40702,"Plastic Repair of Cleft Lip/Nasal Deformity; Primary Bilateral, 1 of 2 Stages"
40720,"Plastic Repair of Cleft Lip/Nasal Deformity; Secondary, by Recreation of Defect & Reclosure"
40761,"Plastic Repair of Cleft Lip/Nasal Deformity; w/Cross Lip Pedicle Flap (Abbe-Estlander type), Including Sectioning & Inserting of Pedicle"
40799,"Unlisted Procedure, Lips"
40800,"Drainage of Abscess, Cyst, Hematoma, Vestibule of Mouth; Simple"
40801,"Drainage of Abscess, Cyst, Hematoma, Vestibule of Mouth; Complicated"
40804,"Removal of Embedded Foreign Body, Vestibule of Mouth; Simple"
40805,"Removal of Embedded Foreign Body, Vestibule of Mouth; Complicated"
40806,Incision of Labial Frenum (frenotomy)
40808,"Biopsy, Vestibule of Mouth"
40810,"Excision of Lesion of Mucosa & Submucosa, Vestibule of Mouth; w/Out Repair"
40812,"Excision of Lesion of Mucosa & Submucosa, Vestibule of Mouth; w/Simple Repair"
40814,"Excision of Lesion of Mucosa & Submucosa, Vestibule of Mouth; w/Complex Repair"
40816,"Excision of Lesion of Mucosa & Submucosa, Vestibule of Mouth; Complex, w/Excision of Underlying Muscle"
40818,Excision of Mucosa of Vestibule of Mouth as Donor Graft
40819,"Excision of Frenum, Labial or Buccal (frenumectomy, frenulectomy, frenectomy)"
40820,"Destruction of Lesion or Scar of Vestibule of Mouth by Physical Methods (eg, laser, thermal, cryo, chemical)"
40830,"Closure of Laceration, Vestibule of Mouth; 2.5 cm or Less"
40831,"Closure of Laceration, Vestibule of Mouth; Over 2.5 cm or Complex"
40840,Vestibuloplasty; Anterior
40842,"Vestibuloplasty; Posterior, Unilateral"
40843,"Vestibuloplasty; Posterior, Bilateral"
40844,Vestibuloplasty; Entire Arch
40845,"Vestibuloplasty; Complex (including ridge extension, muscle repositioning)"
40899,"Unlisted Procedure, Vestibule of Mouth"
41000,"Intraoral Incision & Drainage of Abscess, Cyst, or Hematoma of Tongue or Floor of Mouth; Lingual"
41005,"Intraoral Incision & Drainage of Abscess, Cyst, or Hematoma of Tongue or Floor of Mouth; Sublingual, Superficial"
41006,"Intraoral Incision & Drainage of Abscess, Cyst, or Hematoma of Tongue or Floor of Mouth; Sublingual, Deep, Supramylohyoid"
41007,"Intraoral Incision & Rrainage of Abscess, Cyst, or Hematoma of Tongue or Floor of Mouth; Submental Space"
41008,"Intraoral Incision & Drainage of Abscess, Cyst, or Hematoma of Tongue or Floor of Mouth; Submandibular Space"
41009,"Intraoral Incision and Drainage of Abscess, Cyst, or Hematoma of Tongue or Floor of Mouth; Masticator Space"
41010,Incision of Lingual Frenum (frenotomy)
41015,"Extraoral Incision & Drainage of Abscess, Cyst, or Hematoma of Floor of Mouth; Sublingual"
41016,"Extraoral Incision & Drainage of Abscess, Cyst, or Hematoma of Floor of Mouth; Submental"
41017,"Extraoral Incision & Drainage of Abscess, Cyst, or Hematoma of Floor of Mouth; Submandibular"
41018,"Extraoral Incision and Drainage of Abscess, Cyst, or Hematoma of Floor of Mouth; Masticator Space"
41019,"Placement of Needles, Catheters, or Other Device(s) Into the Head and/or Neck Region (percutaneous, transoral, or transnasal) for Subsequent Interstitial Radioelement Application"
41100,Biopsy of Tongue; Anterior Two-Thirds
43229,"Esophagoscopy, Flexible, Transoral; w/Ablation of Tumor(s), Polyp(s), or Other Lesion(s) (includes pre- and post-dilation and guide wire passage, when performed)"
43231,"Esophagoscopy, Flexible, Transoral; w/Endoscopic Ultrasound Examination"
43232,"Esophagoscopy, Flexible, Transoral; w/Transendoscopic Ultrasound-Guided Intramural or Transmural Fine Needle Aspiration/Biopsy(s)"
43233,"Esophagogastroduodenoscopy, Flexible, Transoral; w/Dilation of Esophagus w/Balloon (30 mm diameter or larger) (includes fluoroscopic guidance, when performed)"
43235,"Esophagogastroduodenoscopy, Flexible, Transoral; Diagnostic, Including Collection of Specimen(s) by Brushing or Washing, When Performed"
43236,"Esophagogastroduodenoscopy, Flexible, Transoral; w/Directed Submucosal Injection(s), Any Substance"
43237,"Esophagogastroduodenoscopy, flexible, transoral; with endoscopic ultrasound examination limited to the esophagus, stomach or duodenum, and adjacent structures"
43238,"Esophagogastroduodenoscopy, flexible, transoral; with transendoscopic ultrasound-guided intramural or transmural fine needle aspiration/biopsy(s), (includes endoscopic ultrasound examination limited to the esophagus, stomach or duodenum, and adjacent structures)"
43239,"Esophagogastroduodenoscopy, flexible, transoral; with biopsy, single or multiple"
43240,"Esophagogastroduodenoscopy, flexible, transoral; with transmural drainage of pseudocyst (includes placement of transmural drainage catheter[s]/stent[s], when performed, and endoscopic ultrasound, when performed)"
43241,"Esophagogastroduodenoscopy, flexible, transoral; with insertion of intraluminal tube or catheter"
43242,"Esophagogastroduodenoscopy, flexible, transoral; with transendoscopic ultrasound-guided intramural or transmural fine needle aspiration/biopsy(s) (includes endoscopic ultrasound examination of the esophagus, stomach, and either the duodenum or a surgically altered stomach where the jejunum is examined distal to the anastomosis)"
43243,"Esophagogastroduodenoscopy, flexible, transoral; with injection sclerosis of esophageal/gastric varices"
43244,"Esophagogastroduodenoscopy, flexible, transoral; with band ligation of esophageal/gastric varices"
43245,"Esophagogastroduodenoscopy, flexible, transoral; with dilation of gastric/duodenal stricture(s) (eg, balloon, bougie)"
43246,"Esophagogastroduodenoscopy, flexible, transoral; with directed placement of percutaneous gastrostomy tube"
43247,"Esophagogastroduodenoscopy, flexible, transoral; with removal of foreign body(s)"
43248,"Esophagogastroduodenoscopy, flexible, transoral; with insertion of guide wire followed by passage of dilator(s) through esophagus over guide wire"
43249,"Esophagogastroduodenoscopy, flexible, transoral; with transendoscopic balloon dilation of esophagus (less than 30 mm diameter)"
